brand_name,item_number,time,shop_type,assessment_num,monthly_sales_num,shop_num,avg_price,monthly_sales,like_num
安踏,91425566,2016/6/26,TB_TMALL,86783,15675,17,187.823529411765,2961535,132031
安踏,91425566,2016/6/27,TB_TMALL,86933,15757,17,186.647058823529,2976453,132022
安踏,91425566,2016/6/28,TB_TMALL,87052,15490,17,185.470588235294,2878010,132099
安踏,91425566,2016/6/29,TB_TMALL,87336,15204,17,185.470588235294,2679936,132212
安踏,91425566,2016/6/30,TB_TMALL,87375,15194,17,184.294117647059,2577726,132325
安踏,91425566,2016/7/1,TB_TMALL,28756,14784,9,180.111111111111,2501476,59781
安踏,91425566,2016/7/4,TB_TMALL,30936,17237,15,186.333333333333,3248813,64560
安踏,91425566,2016/7/5,TB_TMALL,41072,18827,21,181.222222222222,3410123,84731
安踏,91425566,2016/7/6,TB_TMALL,41318,17967,21,181.063492063492,3237566.33333333,84937
安踏,91435506,2016/6/17,TB_TMALL,15104,2208,6,153.333333333333,339472,20373
安踏,91435506,2016/6/18,TB_TMALL,15145,2258,6,145,334996,20428
安踏,91435506,2016/6/19,TB_TMALL,15164,2323,6,145,344633,20463
安踏,91435506,2016/6/20,TB_TMALL,15184,2336,6,145,346468,20501
安踏,91435506,2016/6/21,TB_TMALL,15216,2342,6,159,372378,20528
安踏,91435506,2016/6/22,TB_TMALL,15265,2292,6,159,364428,20549
安踏,91435506,2016/6/23,TB_TMALL,15298,2340,6,157.333333333333,354230,20560
安踏,91435506,2016/6/24,TB_TMALL,15329,2282,6,154.666666666667,343522,20574
安踏,91435506,2016/6/25,TB_TMALL,15363,2197,6,154.666666666667,330763,20575
安踏,91435506,2016/6/28,TB_TMALL,15432,1941,6,153.666666666667,306027,20690
安踏,91435506,2016/6/29,TB_TMALL,15482,1851,6,156.333333333333,293941,20725
安踏,91435506,2016/6/30,TB_TMALL,15496,1828,6,156.333333333333,290252,20723
安踏,91435506,2016/7/1,TB_TMALL,14342,1542,4,155,244730,18760
安踏,91435506,2016/7/4,TB_TMALL,16245,1930,6,154.666666666667,294940,22561
安踏,91435506,2016/7/5,TB_TMALL,21490,3759,8,150.75,565981,32696
安踏,91435506,2016/7/6,TB_TMALL,21530,3657,8,150.75,550647,32770
安踏,91448057,2016/7/1,TB_TMALL,23794,1531,6,162.611111111111,248192.333333333,36756
安踏,91528014,2016/6/17,TB_TMALL,17614,6667,14,162.928571428571,1069883.5,42152
安踏,91528014,2016/6/18,TB_TMALL,17768,7042,14,155.035714285714,1071429.5,42602
安踏,91528014,2016/6/19,TB_TMALL,17841,7271,14,155.035714285714,1106220.5,42856
安踏,91528014,2016/6/20,TB_TMALL,17954,7414,14,155.035714285714,1127956.5,43117
安踏,91528014,2016/6/21,TB_TMALL,18110,7448,14,169,1258712,43342
安踏,91528014,2016/6/22,TB_TMALL,18282,7270,14,169,1228630,43645
安踏,91528014,2016/6/23,TB_TMALL,18453,7200,14,166.571428571429,1113219,43850
安踏,91528014,2016/6/24,TB_TMALL,18620,7016,14,165.357142857143,1083636,44048
安踏,91528014,2016/6/25,TB_TMALL,18755,6794,14,165.357142857143,1050283,44250
安踏,91528014,2016/6/26,TB_TMALL,18861,6986,14,165.357142857143,1079603,44442
安踏,91528014,2016/6/27,TB_TMALL,18960,7095,14,164.142857142857,1084475,44680
安踏,91528014,2016/6/28,TB_TMALL,19069,7016,14,166.571428571429,1172495,44891
安踏,91528014,2016/6/29,TB_TMALL,19247,6832,14,167.785714285714,1142657,45252
安踏,91528014,2016/6/30,TB_TMALL,19307,6805,14,167.785714285714,1137516,45354
安踏,91528014,2016/7/1,TB_TMALL,19253,6679,10,167.3,1115984,45183
安踏,91528014,2016/7/4,TB_TMALL,19651,6461,14,166.571428571429,1050565,46067
安踏,91528014,2016/7/5,TB_TMALL,21945,6824,22,162.045454545455,1076093,50802
安踏,91528014,2016/7/6,TB_TMALL,22007,6676,22,161.272727272727,1050333,50966
安踏,91531173,2016/6/17,TB_TMALL,21573,5124,18,190.296296296296,971889.333333333,42787
安踏,91531173,2016/6/18,TB_TMALL,21679,5441,18,180.111111111111,973939,43060
安踏,91531173,2016/6/19,TB_TMALL,21742,5666,18,181.052631578947,1014252,43279
安踏,91531173,2016/6/20,TB_TMALL,21814,5817,18,181.052631578947,1041281,43432
安踏,91531173,2016/6/21,TB_TMALL,21898,5884,18,197.333333333333,1123176,43573
安踏,91531173,2016/6/22,TB_TMALL,22030,5718,19,197.368421052632,1092470,43709
安踏,91531173,2016/6/23,TB_TMALL,22155,5647,19,196.315789473684,1071781,43844
安踏,91531173,2016/6/24,TB_TMALL,22259,5826,19,196.315789473684,1102982,44085
安踏,91531173,2016/6/25,TB_TMALL,22360,5882,19,196.315789473684,1112226,44302
安踏,91531173,2016/6/26,TB_TMALL,22447,5934,18,197.333333333333,1172696,44380
安踏,91531173,2016/6/27,TB_TMALL,22547,5979,19,196.315789473684,1178228,44465
安踏,91531173,2016/6/28,TB_TMALL,22681,5817,19,197.368421052632,1154500,44532
安踏,91531173,2016/6/29,TB_TMALL,22831,5637,19,197.894736842105,1118681,44629
安踏,91531173,2016/6/30,TB_TMALL,22877,5614,19,197.894736842105,1113983,44676
安踏,91531173,2016/7/1,TB_TMALL,10470,1956,12,197.181818181818,223699,21267
安踏,91531173,2016/7/4,TB_TMALL,21226,4327,16,194,794993,40605
安踏,91531173,2016/7/5,TB_TMALL,30384,5666,26,190.692307692308,1047743.66666667,56441
安踏,91531173,2016/7/6,TB_TMALL,30442,5546,26,190.307692307692,1025080.33333333,56536
安踏,91545546,2016/6/17,TB_TMALL,17898,3595,15,169.666666666667,596121.666666667,27843
安踏,91545546,2016/6/18,TB_TMALL,17967,4117,15,162.666666666667,642168,28398
安踏,91545546,2016/6/19,TB_TMALL,17995,4246,15,163.666666666667,682554,28525
安踏,91545546,2016/6/20,TB_TMALL,18050,4344,15,163.666666666667,699516,28705
安踏,91545546,2016/6/21,TB_TMALL,18125,4409,15,173.666666666667,756221,28819
安踏,91545546,2016/6/22,TB_TMALL,18207,4316,15,173.666666666667,740694,28939
安踏,91545546,2016/6/23,TB_TMALL,18310,4286,15,173.666666666667,736004,29026
安踏,91545546,2016/6/24,TB_TMALL,18384,4258,15,173,729852,29094
安踏,91545546,2016/6/25,TB_TMALL,18466,4227,15,173,725083,29140
安踏,91545546,2016/6/26,TB_TMALL,18529,4240,15,173,727720,29227
安踏,91545546,2016/6/27,TB_TMALL,18591,4260,15,172.333333333333,714790,29297
安踏,91545546,2016/6/28,TB_TMALL,18649,4052,15,172.333333333333,681488,29340
安踏,91545546,2016/6/29,TB_TMALL,18741,3925,15,173,662365,29435
安踏,91545546,2016/6/30,TB_TMALL,18767,4093,15,171.666666666667,662197,29709
安踏,91545546,2016/7/1,TB_TMALL,16135,3852,8,170.428571428571,518073,24109
安踏,91545546,2016/7/4,TB_TMALL,29536,6874,13,169.769230769231,1126696,41260
安踏,91545546,2016/7/5,TB_TMALL,33787,7552,19,167.014254385965,1264834.9375,47692
安踏,91545546,2016/7/6,TB_TMALL,33884,7391,19,166.935307017544,1237525.79166667,47778
安踏,91615504,2016/6/17,TB_TMALL,8886,3262,16,161.291666666667,514831.333333333,15352
安踏,91615504,2016/6/18,TB_TMALL,8964,3540,16,150.875,528070,15455
安踏,91615504,2016/6/19,TB_TMALL,9030,3758,16,151.352941176471,560762,15602
安踏,91615504,2016/6/20,TB_TMALL,9081,3906,16,151.352941176471,582814,15726
安踏,91615504,2016/6/21,TB_TMALL,9106,3960,16,167.125,667810,15738
安踏,91615504,2016/6/22,TB_TMALL,9222,3928,17,167.235294117647,662232,15808
安踏,91615504,2016/6/23,TB_TMALL,9310,3928,17,166.647058823529,649522,15842
安踏,91615504,2016/6/24,TB_TMALL,9394,3854,17,166.647058823529,637866,15875
安踏,91615504,2016/6/25,TB_TMALL,9475,3790,17,167,627598,15898
安踏,91615504,2016/6/26,TB_TMALL,9488,3713,16,167.125,613817,15893
安踏,91615504,2016/6/27,TB_TMALL,9574,3765,17,165.823529411765,618393,16006
安踏,91615504,2016/6/28,TB_TMALL,9630,3600,17,167,604960,16037
安踏,91615504,2016/6/29,TB_TMALL,9705,3401,17,167,571463,16072
安踏,91615504,2016/6/30,TB_TMALL,9725,3411,17,167,572813,16094
安踏,91615504,2016/7/1,TB_TMALL,7218,2652,13,166.5,188234,12061
安踏,91615504,2016/7/4,TB_TMALL,10798,3439,18,166.222222222222,563061,17623
安踏,91615504,2016/7/5,TB_TMALL,11453,3630,25,160.88,571565.333333333,18899
安踏,91615504,2016/7/6,TB_TMALL,11490,3566,25,160.44,560590,18940
安踏,91615507,2016/6/17,TB_TMALL,9916,2928,11,181.727272727273,526942,16632
安踏,91615507,2016/6/18,TB_TMALL,9978,3300,11,171.727272727273,564350,16768
安踏,91615507,2016/6/19,TB_TMALL,10007,3468,11,171.727272727273,592782,16853
安踏,91615507,2016/6/20,TB_TMALL,10064,3293,11,171.727272727273,560127,16949
安踏,91615507,2016/6/21,TB_TMALL,10122,3251,11,187.181818181818,614319,16991
安踏,91615507,2016/6/22,TB_TMALL,10194,3220,11,189,608580,16991
安踏,91615507,2016/6/23,TB_TMALL,10280,3195,11,187.181818181818,600375,16995
安踏,91615507,2016/6/24,TB_TMALL,10358,3159,11,187.181818181818,593931,17007
安踏,91615507,2016/6/25,TB_TMALL,10430,3152,11,185.363636363636,546188,17029
安踏,91615507,2016/6/26,TB_TMALL,10483,3166,11,185.363636363636,548314,17069
安踏,91615507,2016/6/27,TB_TMALL,10511,3143,11,185.363636363636,590327,17081
安踏,91615507,2016/6/28,TB_TMALL,10552,3111,11,187.181818181818,587419,17077
安踏,91615507,2016/6/29,TB_TMALL,10629,3029,11,187.181818181818,571981,17099
安踏,91615507,2016/6/30,TB_TMALL,10646,3014,11,187.181818181818,569106,17105
安踏,91615507,2016/7/1,TB_TMALL,9992,2874,10,184.555555555556,129074,15763
安踏,91615507,2016/7/4,TB_TMALL,12437,2909,12,183.444444444444,545787.666666667,20511
安踏,91615507,2016/7/5,TB_TMALL,23520,8480,17,178.588235294118,1545181.33333333,41106
安踏,91615507,2016/7/6,TB_TMALL,23626,8312,17,177.382352941176,1514308.83333333,41114
安踏,91625501,2016/6/17,TB_TMALL,3876,4185,4,202,816523,12141
安踏,91625501,2016/6/18,TB_TMALL,4026,5133,4,193.25,965676,12800
安踏,91625501,2016/6/19,TB_TMALL,4083,5629,4,193.25,1058924,13339
安踏,91625501,2016/6/20,TB_TMALL,4176,6116,4,193.25,1150480,13899
安踏,91625501,2016/6/21,TB_TMALL,4307,6555,4,209,1369995,14312
安踏,91625501,2016/6/22,TB_TMALL,4454,6552,4,209,1369368,14657
安踏,91625501,2016/6/23,TB_TMALL,4623,6600,4,209,1379400,14901
安踏,91625501,2016/6/24,TB_TMALL,4832,6614,4,209,1382326,15122
安踏,91625501,2016/6/25,TB_TMALL,4999,6621,4,209,1383789,15359
安踏,91625501,2016/6/26,TB_TMALL,5169,6505,4,209,1359545,15590
安踏,91625501,2016/6/27,TB_TMALL,5303,6565,4,209,1372085,15788
安踏,91625501,2016/6/28,TB_TMALL,5422,6571,4,209,1373339,15967
安踏,91625501,2016/6/29,TB_TMALL,5602,6552,4,209,1369368,16236
安踏,91625501,2016/6/30,TB_TMALL,5639,6543,4,209,1367487,16324
安踏,91625501,2016/7/1,TB_TMALL,5749,6511,3,209,1360799,16521
安踏,91625501,2016/7/4,TB_TMALL,6008,6565,4,209,1372085,17136
安踏,91625501,2016/7/5,TB_TMALL,7073,7067,7,204.25,1473636,26956
安踏,91625501,2016/7/6,TB_TMALL,7140,7026,7,203.75,1465168.5,27110
安踏,91625505,2016/6/17,TB_TMALL,12464,11239,24,319.048611111111,3474839,41433
安踏,91625505,2016/6/18,TB_TMALL,12806,13295,24,303.4375,3938821,42845
安踏,91625505,2016/6/19,TB_TMALL,13016,14456,24,303.26,4282711,43782
安踏,91625505,2016/6/20,TB_TMALL,13246,15623,24,303.26,4628209,44843
安踏,91625505,2016/6/21,TB_TMALL,13465,16265,24,327.354166666667,5338508,45452
安踏,91625505,2016/6/22,TB_TMALL,13883,16042,25,328.6,5275908,45932
安踏,91625505,2016/6/23,TB_TMALL,14263,16146,25,327.28,5280477,46332
安踏,91625505,2016/6/24,TB_TMALL,14706,15943,25,327.28,5215051,46703
安踏,91625505,2016/6/25,TB_TMALL,15060,15982,25,327.28,5229757,47030
安踏,91625505,2016/6/26,TB_TMALL,15337,15575,24,328.041666666667,5095323,47299
安踏,91625505,2016/6/27,TB_TMALL,15623,15570,25,327.28,5091114,47731
安踏,91625505,2016/6/28,TB_TMALL,15879,15599,25,328.6,5130501,48124
安踏,91625505,2016/6/29,TB_TMALL,16200,15689,25,327.4,5159721,48572
安踏,91625505,2016/6/30,TB_TMALL,16287,15743,25,327.4,5177627,48738
安踏,91625505,2016/7/1,TB_TMALL,15814,15516,16,327.75,5103484,47302
安踏,91625505,2016/7/4,TB_TMALL,17143,15373,24,326.791666666667,5035428,50886
安踏,91625505,2016/7/5,TB_TMALL,17952,15456,34,318.948529411765,5033957,53566
安踏,91625505,2016/7/6,TB_TMALL,18072,15469,34,318.463235294118,5038922.75,53936
安踏,91625507,2016/6/17,TB_TMALL,9320,5771,14,191.380952380952,1094169,20985
安踏,91625507,2016/6/18,TB_TMALL,9439,5770,14,182.571428571429,1037950,21100
安踏,91625507,2016/6/19,TB_TMALL,9489,5775,14,182.571428571429,1038365,21184
安踏,91625507,2016/6/20,TB_TMALL,9564,5767,14,182.571428571429,1036433,21292
安踏,91625507,2016/6/21,TB_TMALL,9629,5701,14,194,1131099,21366
安踏,91625507,2016/6/22,TB_TMALL,9729,5512,14,196.142857142857,1095558,21442
安踏,91625507,2016/6/23,TB_TMALL,9818,5349,14,194.714285714286,1013971,21496
安踏,91625507,2016/6/24,TB_TMALL,9910,5120,14,194.714285714286,970020,21537
安踏,91625507,2016/6/25,TB_TMALL,9982,4942,14,194.714285714286,935998,21577
安踏,91625507,2016/6/26,TB_TMALL,10048,4998,14,194.714285714286,945432,21663
安踏,91625507,2016/6/27,TB_TMALL,10107,5066,14,193.285714285714,956194,21812
安踏,91625507,2016/6/28,TB_TMALL,10163,4889,14,193.285714285714,940821,21886
安踏,91625507,2016/6/29,TB_TMALL,10260,4665,14,195.428571428571,926385,21975
安踏,91625507,2016/6/30,TB_TMALL,10288,4639,14,195.428571428571,921231,22012
安踏,91625507,2016/7/1,TB_TMALL,10231,4324,12,194.833333333333,858516,21850
安踏,91625507,2016/7/4,TB_TMALL,10475,4168,14,194,782082,22163
安踏,91625507,2016/7/5,TB_TMALL,17712,7288,19,188.824561403509,1327042,39136
安踏,91625507,2016/7/6,TB_TMALL,17778,7269,19,188.824561403509,1322397.66666667,39423
安踏,91625508,2016/6/17,TB_TMALL,4880,5327,15,251.177777777778,1289187,13498
安踏,91625508,2016/6/18,TB_TMALL,5000,5442,15,238.2,1268116,13934
安踏,91625508,2016/6/19,TB_TMALL,5050,5516,15,238.2,1285358,14173
安踏,91625508,2016/6/20,TB_TMALL,5122,5525,15,238.2,1287455,14460
安踏,91625508,2016/6/21,TB_TMALL,5188,5525,15,258.977777777778,1430948,14656
安踏,91625508,2016/6/22,TB_TMALL,5270,5439,15,258.977777777778,1408673,14931
安踏,91625508,2016/6/23,TB_TMALL,5357,5376,15,258.977777777778,1392355.66666667,15081
安踏,91625508,2016/6/24,TB_TMALL,5434,5245,15,258.977777777778,1358426.33333333,15278
安踏,91625508,2016/6/25,TB_TMALL,5510,5094,15,258.977777777778,1319317,15461
安踏,91625508,2016/6/26,TB_TMALL,5588,4880,15,258.977777777778,1263890,15657
安踏,91625508,2016/6/27,TB_TMALL,5652,4730,15,257.244444444444,1224077.66666667,15781
安踏,91625508,2016/6/28,TB_TMALL,5710,4601,15,257.244444444444,1190667.33333333,15890
安踏,91625508,2016/6/29,TB_TMALL,5804,4370,15,257.244444444444,1130761.33333333,16128
安踏,91625508,2016/6/30,TB_TMALL,5828,4314,15,257.244444444444,1116101.33333333,16206
安踏,91625508,2016/7/1,TB_TMALL,5770,3842,10,256.35,993605.5,15964
安踏,91625508,2016/7/4,TB_TMALL,5994,3575,16,257.34375,924424.5,16818
安踏,91625508,2016/7/5,TB_TMALL,6594,4298,22,249.825757575758,1061712,18823
安踏,91625508,2016/7/6,TB_TMALL,6625,4178,22,249.727272727273,1031798.33333333,18938
安踏,91625512,2016/6/17,TB_TMALL,5991,4166,14,174.142857142857,733729.5,14608
安踏,91625512,2016/6/18,TB_TMALL,6162,5255,14,165.357142857143,883611,15191
安踏,91625512,2016/6/19,TB_TMALL,6227,5615,14,165.357142857143,944204,15506
安踏,91625512,2016/6/20,TB_TMALL,6316,5909,14,165.357142857143,993555,15873
安踏,91625512,2016/6/21,TB_TMALL,6446,6147,14,177.571428571429,1150733,16121
安踏,91625512,2016/6/22,TB_TMALL,6637,6209,14,179.714285714286,1166541,16295
安踏,91625512,2016/6/23,TB_TMALL,6829,6243,14,179.714285714286,1172967,16388
安踏,91625512,2016/6/24,TB_TMALL,6995,6310,14,179.714285714286,1185570,16487
安踏,91625512,2016/6/25,TB_TMALL,7145,6367,14,179.714285714286,1196463,16561
安踏,91625512,2016/6/26,TB_TMALL,7274,6324,14,179.714285714286,1188576,16654
安踏,91625512,2016/6/27,TB_TMALL,7381,6372,14,178.285714285714,1193268,16761
安踏,91625512,2016/6/28,TB_TMALL,7489,6389,14,178.285714285714,1196721,16849
安踏,91625512,2016/6/29,TB_TMALL,7654,6507,14,178.285714285714,1219323,17023
安踏,91625512,2016/6/30,TB_TMALL,7703,6548,14,178.285714285714,1227052,17093
安踏,91625512,2016/7/1,TB_TMALL,7563,6444,11,180.818181818182,1207776,15959
安踏,91625512,2016/7/4,TB_TMALL,10032,8525,16,178.25,1565316,20952
安踏,91625512,2016/7/5,TB_TMALL,17625,12504,19,176.907142857143,2227691.17619048,35989
安踏,91625512,2016/7/6,TB_TMALL,17753,13000,19,176.815037593985,2290423.52380952,37347
安踏,91625513,2016/6/21,TB_TMALL,3094,2127,5,259,550893,11103
安踏,91625513,2016/6/22,TB_TMALL,3138,2121,5,259,549339,11177
安踏,91625513,2016/6/23,TB_TMALL,3195,2153,5,259,557627,11226
安踏,91625513,2016/6/24,TB_TMALL,3243,2170,5,259,562030,11272
安踏,91625513,2016/6/25,TB_TMALL,3294,2199,5,259,569541,11327
安踏,91625513,2016/6/26,TB_TMALL,3341,2223,5,259,575757,11366
安踏,91625513,2016/6/27,TB_TMALL,3384,2252,5,259,583268,11408
安踏,91625513,2016/6/28,TB_TMALL,3434,2262,5,259,585858,11458
安踏,91625513,2016/6/29,TB_TMALL,3502,2283,5,259,591297,11564
安踏,91625513,2016/6/30,TB_TMALL,3519,2294,5,259,594146,11595
安踏,91625513,2016/7/1,TB_TMALL,3554,2298,5,259,595182,11638
安踏,91625513,2016/7/4,TB_TMALL,4270,2584,6,254.666666666667,662730,13553
安踏,91625513,2016/7/5,TB_TMALL,4490,2665,8,248.979166666667,653949.833333333,14365
安踏,91625513,2016/7/6,TB_TMALL,4516,2643,8,248.708333333333,648544.333333333,14440
安踏,91628001,2016/7/1,TB_TMALL,3424,1342,7,169,226798,7169
安踏,91628004,2016/6/17,TB_TMALL,17177,11809,12,142.166666666667,1650885,28383
安踏,91628004,2016/6/18,TB_TMALL,17487,12714,12,135.5,1693306,28815
安踏,91628004,2016/6/19,TB_TMALL,17592,13149,12,135.5,1751161,29105
安踏,91628004,2016/6/20,TB_TMALL,17775,13531,12,135.5,1802047,29413
安踏,91628004,2016/6/21,TB_TMALL,17956,13947,12,148.166666666667,2078103,29664
安踏,91628004,2016/6/22,TB_TMALL,18186,13520,12,148.166666666667,2014480,29805
安踏,91628004,2016/6/23,TB_TMALL,18447,13140,12,147.666666666667,1956836,29949
安踏,91628004,2016/6/24,TB_TMALL,18691,13070,12,147.666666666667,1946406,30081
安踏,91628004,2016/6/25,TB_TMALL,18918,12866,12,147.666666666667,1915994,30214
安踏,91628004,2016/6/26,TB_TMALL,19126,12590,12,147.666666666667,1874566,30306
安踏,91628004,2016/6/27,TB_TMALL,19327,12549,12,147.666666666667,1869609,30471
安踏,91628004,2016/6/28,TB_TMALL,19503,12466,12,146.333333333333,1824282,30596
安踏,91628004,2016/6/29,TB_TMALL,19753,12170,12,146.333333333333,1780866,30782
安踏,91628004,2016/6/30,TB_TMALL,19822,12101,12,146.333333333333,1770441,30865
安踏,91628004,2016/7/1,TB_TMALL,18860,11328,11,146.090909090909,1655104,28402
安踏,91628004,2016/7/4,TB_TMALL,19778,11093,17,146.882352941176,1650453,30030
安踏,91628004,2016/7/5,TB_TMALL,22495,12340,27,142.543209876543,1807629,35901
安踏,91628004,2016/7/6,TB_TMALL,22619,12097,27,141.802469135802,1764717,36042
安踏,91628095,2016/6/17,TB_TMALL,4733,3255,2,164,533820,10892
安踏,91628095,2016/6/18,TB_TMALL,4801,3276,2,159,520884,10982
安踏,91628095,2016/6/19,TB_TMALL,4845,3296,2,159,524064,11063
安踏,91628095,2016/6/20,TB_TMALL,4876,3326,2,159,528834,11111
安踏,91628095,2016/6/21,TB_TMALL,4919,3323,2,169,561587,11160
安踏,91628095,2016/6/22,TB_TMALL,4961,3205,2,169,541645,11227
安踏,91628095,2016/6/23,TB_TMALL,5023,3120,2,169,527280,11300
安踏,91628095,2016/6/24,TB_TMALL,5095,3026,2,169,511394,11364
安踏,91628095,2016/6/25,TB_TMALL,5142,2939,2,164,472011,11441
安踏,91628095,2016/6/26,TB_TMALL,5198,2920,2,164,468880,11463
安踏,91628095,2016/6/27,TB_TMALL,5252,2909,2,164,467061,11510
安踏,91628095,2016/6/28,TB_TMALL,5298,2856,2,164,458594,11613
安踏,91628095,2016/6/29,TB_TMALL,5355,2795,2,169,472355,11751
安踏,91628095,2016/6/30,TB_TMALL,5372,2776,2,169,469144,11785
安踏,91628095,2016/7/4,TB_TMALL,5580,2683,2,164,430777,12070
安踏,91628095,2016/7/5,TB_TMALL,5600,2643,2,161.5,422402,12103
安踏,91628095,2016/7/6,TB_TMALL,5624,2598,2,161.5,415322,12134
安踏,91635516,2016/6/29,TB_TMALL,569,1768,5,177,333792,2469
安踏,91635516,2016/6/30,TB_TMALL,595,1793,5,177,338517,2500
安踏,91635516,2016/7/1,TB_TMALL,665,1989,9,179,66694,2701
安踏,91635516,2016/7/4,TB_TMALL,782,2261,13,181.307692307692,423569,2978
安踏,91635516,2016/7/5,TB_TMALL,992,2670,18,177.888888888889,496720,3812
安踏,91635516,2016/7/6,TB_TMALL,1032,2700,18,177.888888888889,502476.666666667,3868
安踏,92615507,2016/6/17,TB_TMALL,6718,3059,15,162.9,492862.833333333,21167
安踏,92615507,2016/6/18,TB_TMALL,6785,3226,15,153.133333333333,490420,21332
安踏,92615507,2016/6/19,TB_TMALL,6813,3315,15,153.133333333333,503982,21447
安踏,92615507,2016/6/20,TB_TMALL,6845,3384,15,153.133333333333,514538,21540
安踏,92615507,2016/6/21,TB_TMALL,6904,3426,15,169.222222222222,578420.666666667,21599
安踏,92615507,2016/6/22,TB_TMALL,6957,3372,15,170.111111111111,570024.666666667,21611
安踏,92615507,2016/6/23,TB_TMALL,7031,3316,15,170.111111111111,560550.666666667,21644
安踏,92615507,2016/6/24,TB_TMALL,7085,3266,15,170.111111111111,552100.666666667,21668
安踏,92615507,2016/6/25,TB_TMALL,7137,3215,15,170.111111111111,543481.666666667,21689
安踏,92615507,2016/6/26,TB_TMALL,7173,3188,15,170.111111111111,538918.666666667,21750
安踏,92615507,2016/6/27,TB_TMALL,7208,3212,15,170.111111111111,542974.666666667,21784
安踏,92615507,2016/6/28,TB_TMALL,7239,3225,14,170.190476190476,545181.666666667,21828
安踏,92615507,2016/6/29,TB_TMALL,7300,2770,15,170.111111111111,468286.666666667,21885
安踏,92615507,2016/6/30,TB_TMALL,7312,2648,15,170.111111111111,447668.666666667,21906
安踏,92615507,2016/7/1,TB_TMALL,6737,2507,9,169,243867,19782
安踏,92615507,2016/7/4,TB_TMALL,7241,2518,13,168.461538461538,425702,21363
安踏,92615507,2016/7/5,TB_TMALL,7955,2795,19,162.267543859649,455179.75,23711
安踏,92615507,2016/7/6,TB_TMALL,7980,2710,19,161.820175438597,441249.25,23780
安踏,92625505,2016/6/17,TB_TMALL,5188,5163,21,295.190476190476,1476350.33333333,30250
安踏,92625505,2016/6/18,TB_TMALL,5372,6098,21,277.095238095238,1645372,31084
安踏,92625505,2016/6/19,TB_TMALL,5471,6490,21,277.136363636364,1750589,31855
安踏,92625505,2016/6/20,TB_TMALL,5567,6778,21,277.136363636364,1827912,32586
安踏,92625505,2016/6/21,TB_TMALL,5693,7086,21,308.52380952381,2189864,32949
安踏,92625505,2016/6/22,TB_TMALL,5882,7022,22,308.954545454545,2171131,33405
安踏,92625505,2016/6/23,TB_TMALL,6050,6975,22,308.954545454545,2156578,33570
安踏,92625505,2016/6/24,TB_TMALL,6235,6928,22,309.863636363636,2142395,33789
安踏,92625505,2016/6/25,TB_TMALL,6414,6859,22,309.863636363636,2121074,34005
安踏,92625505,2016/6/26,TB_TMALL,6525,6734,21,310.428571428571,2082636,34028
安踏,92625505,2016/6/27,TB_TMALL,6647,6732,22,309.863636363636,2081831,34529
安踏,92625505,2016/6/28,TB_TMALL,6745,6568,22,309.863636363636,2031035,34776
安踏,92625505,2016/6/29,TB_TMALL,6881,6317,22,309.863636363636,1953476,35096
安踏,92625505,2016/6/30,TB_TMALL,6926,6288,22,309.863636363636,1944515,35222
安踏,92625505,2016/7/1,TB_TMALL,6326,5841,13,311.307692307692,1806579,31638
安踏,92625505,2016/7/4,TB_TMALL,9209,8282,18,308.444444444444,2540448,47442
安踏,92625505,2016/7/5,TB_TMALL,9740,8743,28,299.02380952381,2638865,50349
安踏,92625505,2016/7/6,TB_TMALL,9865,8648,28,297.416666666667,2604115,50611
安踏,92625507,2016/6/17,TB_TMALL,7861,3605,10,172.333333333333,619611.666666667,22633
安踏,92625507,2016/6/18,TB_TMALL,7960,4344,10,162,690946,23279
安踏,92625507,2016/6/19,TB_TMALL,8022,4703,10,163.545454545455,748307,23730
安踏,92625507,2016/6/20,TB_TMALL,8086,5126,10,163.545454545455,815564,24257
安踏,92625507,2016/6/21,TB_TMALL,8160,5525,10,179.666666666667,1002081.66666667,24548
安踏,92625507,2016/6/22,TB_TMALL,8291,5552,11,179.606060606061,1007128,24747
安踏,92625507,2016/6/23,TB_TMALL,8442,5533,11,175.969696969697,947047,24974
安踏,92625507,2016/6/24,TB_TMALL,8619,5536,11,175.969696969697,948264,25222
安踏,92625507,2016/6/25,TB_TMALL,8751,5828,11,173.545454545455,938792,25546
安踏,92625507,2016/6/26,TB_TMALL,8861,5980,10,173,962180,25901
安踏,92625507,2016/6/27,TB_TMALL,8981,6063,11,175.363636363636,1041357,26281
安踏,92625507,2016/6/28,TB_TMALL,9101,6645,11,177.181818181818,1136975,26916
安踏,92625507,2016/6/29,TB_TMALL,9314,7134,11,179.606060606061,1297646,27640
安踏,92625507,2016/6/30,TB_TMALL,9384,7131,11,179.606060606061,1297135.66666667,27812
安踏,92625507,2016/7/1,TB_TMALL,8095,6819,6,180.111111111111,1241414.33333333,25752
安踏,92625507,2016/7/4,TB_TMALL,9949,7705,11,177.787878787879,1400421.66666667,29364
安踏,92625507,2016/7/5,TB_TMALL,11111,8283,12,172.833333333333,1437925,32386
安踏,92625507,2016/7/6,TB_TMALL,11222,8190,12,171.916666666667,1419660,32677
安踏,92625512,2016/6/19,TB_TMALL,2665,2342,12,152,355984,13071
安踏,92625512,2016/6/20,TB_TMALL,2717,2660,12,152,404320,13302
安踏,92625512,2016/6/21,TB_TMALL,2758,2950,6,169,498550,13544
